Stage Name Stage Name,Full Name Full Name,Date of Birth Date of Birth,Group Group,Country Country,Height,Weight,Birthplace Birthplace,Gender
Wyatt,Shim Jaeyoung,1/23/1995,ONF,South Korea,0,0,Seoul,M
MK,Park Minkyun,11/16/1995,ONF,South Korea,0,0,Ilsan,M
U,Mizuguchi Yuto,3/16/1999,ONF,Japan,0,0,Osaka,M
Laun,Kim Minseok,8/12/1999,,South Korea,0,0,Seongsan,M
Donghun,Lee Donghun,5/15/1993,A.C.E,South Korea,0,0,Suncheon,M
Wow,Kim Seyoon,2/28/1993,A.C.E,South Korea,0,0,Gyeonggi,M
Jun,Park Junhee,6/2/1994,A.C.E,South Korea,0,0,Jeolla,M
Jason,Kim Byeongkwan,8/13/1996,A.C.E,South Korea,0,0,Seoul,M
Chan,Kang Yoochan,12/31/1997,A.C.E,South Korea,0,0,Jeju,M
Suyeon,Ji Suyeon,4/20/1997,Weki Meki,South Korea,0,0,,F
Elly,Jung Haerim,7/20/1998,Weki Meki,South Korea,0,0,,F
Sei,Lee Seojung,1/7/2000,Weki Meki,South Korea,0,0,,F
Lua,Kim Sookyung,10/6/2000,Weki Meki,South Korea,0,0,,F
Rina,Kang Soeun,9/27/2001,Weki Meki,South Korea,0,0,,F
Lucy,Noh Hyojung,8/31/2002,Weki Meki,South Korea,0,0,Goyang,F
Hweseung,Yoo Hweseung,2/28/1995,N.Flying,South Korea,0,0,,M
Kim Lip,Kim Jungeun,2/10/1999,LOONA,South Korea,0,0,,F
JinSoul,Jung Jinsol,6/13/1997,LOONA,South Korea,0,0,,F
Choerry,Choi Yerim,6/4/2001,LOONA,South Korea,0,0,,F
Do-A,Choi Yuna,2/2/1999,ALICE,South Korea,0,0,,F
Yeonje,Yang Yeonje,10/15/1999,ALICE,South Korea,0,0,,F
Yukyung,Lee Yukyung,11/5/1999,ALICE,South Korea,0,0,,F
Sohee,Kim Sohee,12/31/1999,ALICE,South Korea,0,0,,F
Karin,Min Karin,1/5/2002,ALICE,South Korea,0,0,,F
Rui,Watanabe Rui,10/8/1994,H.U.B,Japan,0,0,,F
Gracie,Kim Gaeun,10/28/1996,H.U.B,South Korea,0,0,,F
Yuem,Park Subin,12/25/1996,H.U.B,South Korea,0,0,,F
Hyosun,Lim Hyosun,7/10/1998,H.U.B,South Korea,170,54,,F
Keina,Lee Yoona,2/12/1999,H.U.B,South Korea,0,0,,F
Hyunseo,Go Hyunseo,6/17/1999,,South Korea,0,0,,F
Shinyoung,Park Shinyoung,3/19/2000,G-reyish,South Korea,0,0,,F
Yena,Jeong Yena,4/10/2000,G-reyish,South Korea,0,0,,F
Yeso,Lee Yeso,11/13/2001,G-reyish,South Korea,0,0,,F
Haeri,Jung Haeri,1/14/1997,P.O.P,South Korea,0,0,Seoul,F
Ahyung,Kang Ahyoung,8/27/1996,P.O.P,South Korea,0,0,Pohang,F
Miso,Park Jihyun,9/16/1996,P.O.P,South Korea,0,0,Busan,F
Seol,Min Jihye,1/1/1997,P.O.P,South Korea,0,0,Gunsan,F
Yeonjoo,Song Yeonjoo,6/26/1997,P.O.P,South Korea,0,0,Ansan,F
Yeonha,Ahn Yeonji,5/19/2000,P.O.P,South Korea,0,0,Yeondong,F
Daeyeol,Lee Daeyeol,2/11/1993,Golden Child,South Korea,0,0,Yongin,M
Y,Choi Sungyoon,7/31/1995,Golden Child,South Korea,0,0,,M
Jaeseok,Park Jaeseok,11/20/1995,,South Korea,0,0,,M
Jangjun,Lee Jangjun,3/3/1997,Golden Child,South Korea,0,0,,M
TAG,Son Youngtaek,4/13/1998,Golden Child,South Korea,0,0,,M
Seungmin,Bae Seungmin,10/13/1998,Golden Child,South Korea,0,0,,M
Jaehyun,Bong Jaehyun,1/4/1999,Golden Child,South Korea,0,0,,M
Jibeom,Kim Jibeom,2/3/1999,Golden Child,South Korea,0,0,,M
Donghyun,Kim Donghyun,2/23/1999,Golden Child,South Korea,0,0,,M
Joochan,Hong Joochan,7/31/1999,Golden Child,South Korea,0,0,,M
Bomin,Choi Bomin,8/24/2000,Golden Child,South Korea,0,0,,M
Jinhoo,Kim Jinwook,8/2/1995,UP10TION,South Korea,0,0,Changwon,M
Kuhn,Noh Sooil,11/11/1995,UP10TION,South Korea,0,0,Ansan,M
Kongyeol,Go Minsoo,5/19/1996,UP10TION,South Korea,0,0,Bucheon,M
Wei,Lee Sungjun,7/8/1996,UP10TION,South Korea,0,0,Seoul,M
Bitto,Lee Changhyun,8/24/1996,UP10TION,South Korea,0,0,Dongducheon,M
Wooshin,Kim Wooseok,10/27/1996,UP10TION,South Korea,0,0,Daejeon,M
Sunyoul,Seon Yein,11/6/1996,UP10TION,South Korea,0,0,Wando,M
Gyujin,Han Gyujin,11/21/1997,UP10TION,South Korea,0,0,Icheon,M
Hwanhee,Lee Hwanhee,5/6/1998,UP10TION,South Korea,0,0,Daejeon,M
Xiao,Lee Dongyeol,12/13/1998,UP10TION,South Korea,0,0,Busan,M
Heejin,Song Heejin,8/19/1995,Good Day,South Korea,0,0,Seoul,F
Green,Kim Jiwon,7/1/1997,RedSquare,South Korea,0,0,Daegu,F
Chaea,Kim Chaeyoung,7/5/1997,RedSquare,South Korea,0,0,Gunsan,F
Chaesol,Maeng Chaesol,7/14/1998,Cignature,South Korea,0,0,Yeosu,F
Ari,Hwang Nayoon,3/30/1999,RedSquare,South Korea,0,0,Seoul,F
Jeewon,Kim Jiwon,4/1/1999,Cignature,South Korea,0,0,Busan,F
Yeah,Kim Haeun,10/9/1999,,South Korea,0,0,Gongju,F
Sunn,Hwang Jiwon,2/7/2000,,South Korea,0,0,Jincheon,F
Bomin,Kim Bomin,9/24/2001,RedSquare,South Korea,0,0,Gwangju,F
Belle,Jin Hyeonjoo,11/3/2001,Cignature,South Korea,0,0,Goyang,F
Jiyoung,Ahn Jiyoung,9/14/1995,Bolbbalgan4,South Korea,0,0,Yeongju,F
Jiyoon,Woo Jiyoon,1/6/1996,Bolbbalgan4,South Korea,0,0,Yeongju,F
Kid,Kim Junhoe,10/26/1995,VARSITY,South Korea,177,58,,M
Bullet,Jin Junwoo,12/2/1995,VARSITY,South Korea,182,65,Seoul,M
Damon,Hu Boohan,7/2/1996,VARSITY,China,181,0,,M
Xiweol,Kang Minseok,10/21/1996,VARSITY,South Korea,174,0,,M
Xin,Wang Xinwi,11/10/1996,VARSITY,China,185,0,,M
Jaebin,Deung Bin,2/13/1997,VARSITY,China,168,0,Hunan,M
Dann,Jung Seungbo,11/1/1997,Kingdom,South Korea,178,0,Ilsan,M
Riho,Jin Seungwook,3/1/1998,VARSITY,South Korea,178,59,Incheon,M
Anthony,Anthony Lo,3/12/1998,VARSITY,China,179,0,,M
Arthur,Jang Yunho,4/15/2000,Kingdom,South Korea,176,57,,M
Dawon,Cho Dawon,5/12/2000,VARSITY,South Korea,183,69,,M
Manny,Syo Dongchun,11/17/2001,VARSITY,China,170,64,,M
Kangmin,Kim Kangmin,11/13/2001,TRCNG,South Korea,169,0,,M
Hohyeon,Lee Hohyeon,10/14/2001,TRCNG,South Korea,177,0,,M
Siwoo,Yoo Siwoo,5/11/2001,TRCNG,South Korea,178,0,,M
Hyunwoo,Kim Hyunwoo,1/21/2001,TRCNG,South Korea,173,0,,M
Jisung,Kim Jisung,12/21/2000,TRCNG,South Korea,171,0,,M
Wooyeop,Jo Wooyeop,9/27/2000,TRCNG,South Korea,179,0,,M
Hakmin,Lee Hakmin,9/20/2000,TRCNG,South Korea,171,0,,M
Taeseon,Yang Taeseon,9/17/2000,TRCNG,South Korea,182,0,,M
Hayoung,Choi Hayoung,8/22/2000,TRCNG,South Korea,181,0,,M
Jihun,Kim Jihun,1/9/2000,TRCNG,South Korea,176,0,Daegu,M
Hojoon,Jeon Hojoon,10/31/1992,Topp Dogg,South Korea,0,0,Gwangju,M
Sangdo,Yoo Sangdo,3/2/1993,Topp Dogg,South Korea,0,0,Incheon,M
B-Joo,Kim Byungjoo,1/8/1994,Topp Dogg,South Korea,0,0,Seoul,M
Xero,Shin Jiho,2/3/1994,Topp Dogg,South Korea,0,0,Gwangji,M
Kim Sanggyun,Kim Sanggyun,5/23/1995,JBJ95,South Korea,0,0,Gwangju,M
Yano,Seo Sangwon,9/27/1995,Topp Dogg,South Korea,0,0,Seoul,M
Kidoh,Jin Hyosang,12/16/1992,,South Korea,0,0,Seoul,M
Seogoong,Park Hyunho,5/1/1992,,South Korea,0,0,Seongnam,M
Gohn,Kim Dongsung,8/1/1992,,South Korea,0,0,Seoul,M
Jenissi,Kim Taeyang,8/2/1991,,South Korea,0,0,Seoul,M
P-Goon,Park Sehyuk,10/18/1991,,South Korea,0,0,Seoul,M
Nakta,Shin Yooncheol,4/24/1993,,South Korea,0,0,Daegu,M
Hansol,Kim Hansol,6/15/1993,,South Korea,0,0,Busan,M
Kenta,Takada Kenta,1/10/1995,JBJ,Japan,0,0,Fujioka,M
Longguo,Jin Longguo,3/2/1996,JBJ,China,0,0,Heilong,M
Hyunbin,Kwon Hyunbin,3/4/1997,JBJ,South Korea,0,0,Seoul,M
Donghan,Kim Donghan,7/3/1998,WEi,South Korea,0,0,Daegu,M
Seonglee,Kim Seonglee,4/6/1994,,South Korea,173,0,,M
Wontak,Ju Wontak,2/24/1996,,South Korea,178,0,,M
Kiwon,Lee Kiwon,6/27/1996,GIDONGDAE,South Korea,170,0,,M
Daehyeon,Jang Daehyeon,2/11/1997,WEi,South Korea,175,0,,M
Eunki,Hong Eunki,9/29/1997,,South Korea,182,0,,M
Hyunmin,Byun Hyunmin,4/17/1999,,South Korea,170,0,,M
Sunghyuk,Seo Sunghyuk,8/26/1999,,South Korea,170,0,,M
Dayeon,Hwang Da Kyeon,11/17/1995,XUM,South Korea,0,0,,F
Hajeong,Lee Hajeong,9/23/1997,,South Korea,0,0,,F
Baekah,Kim Sua,10/24/1999,XUM,South Korea,0,0,,F
Arang,Son Mnjung,3/8/2000,,South Korea,0,0,,F
Iaan,Yoo Dongju,3/22/2002,XUM,South Korea,0,0,,F
Eunjin,Ma Eunjin,5/23/1997,Playback,South Korea,165,49,Wonju,F
Yves,Ha Sooyoung,5/24/1997,LOONA,South Korea,0,0,,F
Haeyeon,Lee Taeyeon,1/11/1994,Gate9,South Korea,161,0,,F
Yeori,Kim Soyeon,5/30/1994,Gate9,South Korea,164,0,Seoul,F
Haru,Han Sangsook,7/6/1994,Gate9,South Korea,160,0,Bucheon,F
Kady,Gu Dokyoung,4/7/1995,Gate9,South Korea,168,0,Busan,F
Gaga,Lee Soobin,11/10/1994,Gate9,South Korea,164,0,,F
Juju,Park Juyoung,1/3/1996,Gate9,South Korea,168,0,Changwon,F
Taera,Lee Yujin,4/12/1994,Gate9,South Korea,161,0,Incheon,F
Yoon,Ji Hayoon,7/8/1997,Gate9,South Korea,162,0,Busan,F
Vivian,Park Sunghee,12/8/1998,Gate9,South Korea,0,0,,F
Youngmin,Lim Youngmin,12/25/1995,,South Korea,0,0,Busan,M
Donghyun,Kim Donghyun,9/17/1998,AB6IX,South Korea,0,0,Daejeon,M
Chuu,Kim Jiwoo,10/20/1999,LOONA,South Korea,0,0,Cheongju,F
Gowon,Park Chaewon,11/19/2000,LOONA,South Korea,0,0,,F
Saerom,Lee Saerom,1/7/1997,fromis_9,South Korea,0,0,Gangwon,F
Hayoung,Song Hayoung,9/29/1997,fromis_9,South Korea,0,0,Gwangju,F
Gyuri,Jang Gyuri,12/27/1997,,South Korea,0,0,Seoul,F
Jiwon,Park Jiwon,3/20/1998,fromis_9,South Korea,0,0,Busan,F
Jisun,Roh Jisun,11/23/1998,fromis_9,South Korea,0,0,Seoul,F
Seoyeon,Lee Seoyeon,1/22/2000,fromis_9,South Korea,0,0,Seoul,F
Chaeyoung,Lee Chaeyoung,5/14/2000,fromis_9,South Korea,0,0,Pohang,F
Nakyung,Lee Nakyung,6/1/2000,fromis_9,South Korea,159,42,Mungyeong,F
Jiheon,Baek Jiheon,4/17/2003,fromis_9,South Korea,0,0,Jeolla,F
Suhyun,Choi Hyunggeun,10/1/1992,SNUPER,South Korea,0,0,Bucheon,M
Sangil,Shim Sangil,5/1/1993,SNUPER,South Korea,0,0,Seoul,M
Taewoong,Yoo Taewoong,5/24/1994,SNUPER,South Korea,0,0,,M
Woosung,Choi Sunghyuk,9/24/1994,SNUPER,South Korea,0,0,Seoul,M
Sangho,Jo Sangho,2/10/1995,SNUPER,South Korea,0,0,Changwon,M
Sebin,Jang Sebin,4/24/1996,SNUPER,South Korea,0,0,Pocheon,M
Xeheun,Lee Seheun,7/11/1999,Girlkind,South Korea,0,162,,F
Medic Jin,Bae Yujin,8/25/1996,Girlkind,South Korea,0,167,,F
JK,Kim Jikang,3/17/1998,Girlkind,South Korea,0,161,,F
Sun J,Jeon Heesun,2/13/2001,Girlkind,South Korea,0,165,,F
Ellyn,Bang Sunhee,10/19/2002,Girlkind,South Korea,0,170,,F
Seokcheol,Lee Seokchul,1/11/2000,TheEastLight,South Korea,0,170,,M
Eunsung,Lee Eunsung,9/7/2000,TheEastLight,South Korea,0,0,,M
Seunghyun,Lee Seunghyun,12/31/2001,TheEastLight,South Korea,0,0,,M
Junwook,Kim Junwook,1/10/2002,TheEastLight,South Korea,0,0,,M
Sakang,Jeon Sakang,10/26/2002,TheEastLight,South Korea,0,0,,M
Woojin,Lee Woojin,4/3/2003,TheEastLight,South Korea,0,0,,M
Bin,Kwon Soobin,10/28/1993,Hot Blood Youth,South Korea,0,0,,M
Marco,Lee Hyunggeun,5/11/1994,Hot Blood Youth,South Korea,0,0,,M
Taro,Choi Wonjin,11/9/1994,Hot Blood Youth,South Korea,0,0,,M
Kyuhyuk,Shim Kyuhyuk,1/11/1995,Hot Blood Youth,South Korea,0,0,,M
Jisan,Choi Jinsang,11/3/1999,Hot Blood Youth,South Korea,0,0,,M
Taeeun,Moon Taeeun,2/9/2000,IM,South Korea,175,0,,M
Giseok,Jun Giseok,5/2/1997,IM,South Korea,180,0,,M
Hangyul,Lee Hangyul,12/7/1999,BAE173,South Korea,177,0,,M
Gijung,Kim Gijung,1/24/2001,IM,South Korea,180,0,,M
Haena,Lee Haena,6/2/1991,Matilda,South Korea,0,165,,F
Dan-a,Park Seungyeon,6/26/1993,Matilda,South Korea,0,160,,F
Semmi,Oh Heesun,10/22/1995,Matilda,South Korea,0,165,,F
Saebyeol,Han Saebyeol,5/23/1996,Matilda,South Korea,0,168,,F
Yua,Mikami Yua,8/16/1993,Honey Popcorn,Japan,0,0,,F
Miko,Matsuda Miko,10/28/1995,Honey Popcorn,Japan,0,0,,F
Moko,Sakura Moko,3/19/1991,Honey Popcorn,Japan,0,0,,F
Kun,Qian Kun,1/1/1996,NCT,China,0,0,,M
Jungwoo,Kim Jungwoo,2/19/1998,NCT,South Korea,0,0,,M
Lucas,Wong Junghei,1/25/1999,NCT,Hong Kong,0,0,,M
Sangyeon,Lee Sangyeon,11/4/1996,The Boyz,South Korea,176,61,,M
Jacob,Bae Joonyoung,5/30/1997,The Boyz,South Korea,175,60,Toronto,M
Younghoon,Kim Younghoon,8/8/1997,The Boyz,South Korea,182,63,,M
Hyunjae,Lee Jaehyun,9/13/1997,The Boyz,South Korea,180,62,,M
Juyeon,Lee Juyeon,1/16/1998,The Boyz,South Korea,180,67,,M
Kevin,Moon Hyungseo,2/23/1998,The Boyz,Canada,176,66,,M
New,Choi Chanhee,4/26/1998,The Boyz,South Korea,175,51,Jeonju,M
Q,Ji Changmin,11/5/1998,The Boyz,South Korea,175,56,,M
Juhaknyeon,Ju Haknyeon,3/9/1999,The Boyz,South Korea,175,58,Jeju,M
Hwall,Heo Hyunjoon,3/9/2000,,South Korea,178,56,Busan,M
Sunwoo,Kim Sunwoo,4/12/2000,The Boyz,South Korea,177,64,,M
Eric,Son Youngjae,12/22/2000,The Boyz,South Korea,171,56,,M
Bang Chan,Bang Chan,10/3/1997,Stray Kids,Australia,0,0,Sydney,M
Woojin,Kim Woojin,4/8/1997,,South Korea,0,0,Daejeon,M
Lee Know,Lee Minho,10/25/1998,Stray Kids,South Korea,0,0,Gimpo,M
Changbin,Seo Changbin,8/11/1999,Stray Kids,South Korea,0,0,Yongin,M
Hyunjin,Hwang Hyunjin,3/20/2000,Stray Kids,South Korea,0,0,Seoul,M
Han,Han Jisung,9/14/2000,Stray Kids,South Korea,0,0,Incheon,M
Felix,Lee Youngbok,9/15/2000,Stray Kids,South Korea,0,0,Sydney,M
Seungmin,Kim Seungmin,9/22/2000,Stray Kids,South Korea,0,0,Seoul,M
I.N,Yang Jeongin,2/8/2001,Stray Kids,South Korea,0,0,Busan,M
Olivia Hye,Son Hyeju,11/13/2001,LOONA,South Korea,0,0,,F
Samuel,Kim Samuel,1/17/2002,,South Korea,0,0,Los Angeles,M
Kriesha Chu,Kriesha Ziskind Teo Tiu,12/20/1998,,Philippines,0,0,Cebu,F
JOO,Jung Minjoo,10/11/1990,,South Korea,0,0,Seoul,F
Miyeon,Jo Miyeon,1/31/1997,(G)I-DLE,South Korea,0,0,,F
Minnie,Nicha Yontararak,10/23/1997,(G)I-DLE,Thailand,0,0,,F
Soyeon,Jeon Soyeon,8/26/1998,(G)I-DLE,South Korea,157,42,,F
Soojin,Seo Soojin,3/9/1998,,South Korea,0,0,,F
Yuqi,Song Yuqi,9/23/1999,(G)I-DLE,China,162,48,Beijing,F
Shuhua,Yeh Shuhua,1/6/2000,(G)I-DLE,Taiwan,161,45,,F
NC.A,Im Soeun,10/7/1996,UNI.T,South Korea,0,0,Osan,F
Suji,Lee Suji,3/20/1998,UNI.T,South Korea,0,0,Busan,F
Yoonjo,Shin Yoonjo,12/14/1992,UNI.T,South Korea,0,0,Seoul,F
May,Jeong Chaeyoung,7/27/2001,,South Korea,0,0,,F
Terry,Han Dasom,2/2/1998,,South Korea,0,0,,F
Seunghwan,Lee Seunghwan,12/10/1994,Romeo,South Korea,0,0,,M
Yunsung,Hwang Yunsung,3/19/1996,Romeo,South Korea,0,0,,M
Milo,Kim Minhak,8/20/1996,Romeo,South Korea,0,0,,M
Minsung,Kim Minhwi,12/24/1996,Romeo,South Korea,0,0,,M
Kyle,Ma Jaekyung,1/15/1997,Romeo,South Korea,0,0,,M
Hyunkyung,Kim Hyunjong,9/5/1998,Romeo,South Korea,0,0,,M
Kangmin,Noh Kangmin,9/5/1999,Romeo,South Korea,0,0,,M
Minji,Kim Minji,1/16/2001,Busters,South Korea,0,0,,F
Minjung,Cha Minjung,7/15/2004,,South Korea,0,0,,F
Jisoo,Jung Jisoo,11/22/2003,Busters,South Korea,0,0,,F
Chaeyeon,Kim Chaeyeon,12/4/2004,tripleS,South Korea,0,0,,F
Hyungseo,Myeong Hyeongseo,6/25/2001,CLASS:y,South Korea,160,44,,F
Eunjin,Moon Eunjin,11/5/1998,Highteen,South Korea,0,0,,F
Hyejoo,Park Hyunjoo,1/12/1999,Highteen,South Korea,0,0,,F
Hyebin,Im Hyebin,11/10/1999,Highteen,South Korea,0,0,,F
Sea,Kim Sujeong,12/5/1999,Highteen,South Korea,0,0,,F
Yonghoon,Jin Yonghoon,8/17/1994,Onewe,South Korea,0,0,,M
Harin,Ju Harin,3/29/1998,Onewe,South Korea,0,0,,M
Kanghyun,Kang Hyungu,11/24/1998,Onewe,South Korea,0,0,,M
Dongmyeong,Son Dongmyeong,1/20/2000,Onewe,South Korea,0,0,,M
Cya,Lee Giwook,1/24/2000,Onewe,South Korea,0,0,,M
Ravn,Kim Yoongjo,9/2/1995,Oneus,South Korea,0,0,,M
Seoho,Lee Seoho,6/7/1996,Oneus,South Korea,0,0,,M
Leedo,Kim Geonhak,7/26/1997,Oneus,South Korea,0,0,,M
Keonhee,Lee Keonhee,6/27/1998,Oneus,South Korea,0,0,,M
Hwanwoong,Yeo Hwanwoong,8/26/1998,Oneus,South Korea,0,0,,M
Xion,Son Dongju,1/10/2000,Oneus,South Korea,0,0,,M
Hyunwook,Ji Hyunwook,7/1/1998,D-CRUNCH,South Korea,0,0,,M
Hyunho,Lee Hyunho,11/4/1998,D-CRUNCH,South Korea,0,0,,M
O.V,Kim Sanchan,1/3/1999,D-CRUNCH,South Korea,0,0,,M
Hyunoh,Park Hyunoh,2/12/1999,D-CRUNCH,South Korea,0,0,,M
Hyunwoo,Baek Hyunwoo,3/19/1999,D-CRUNCH,South Korea,0,0,,M
Minhyuk,Kim Minhyuk,11/6/1999,D-CRUNCH,South Korea,0,0,,M
Chanyoung,Kim Chanyoung,11/20/2000,D-CRUNCH,South Korea,0,0,,M
Jeongseung,Park Jeongseung,5/20/2002,D-CRUNCH,South Korea,0,0,,M
Dylan,Park Yeonjae,7/26/2002,D-CRUNCH,South Korea,0,0,,M
Miya,Miyauchi Haruka,5/26/1993,GWSN,Japan,0,0,,F
Seokyoung,Kim Seokyung,4/16/1999,GWSN,South Korea,0,0,,F
Seoryoung,Lee Seoryung,1/26/2000,GWSN,South Korea,0,0,,F
Anne,Lee Seoyoung,10/17/2000,GWSN,South Korea,0,0,,F
Minju,Kang Minjoo,3/11/2001,GWSN,South Korea,0,0,,F
Soso,Wang Chingyi,3/14/2001,GWSN,Taiwan,0,0,,F
Lena,Kang Rena,4/17/2002,GWSN,South Korea,0,0,,F
Saebom,Kim Saerok,1/30/1997,NATURE,South Korea,0,0,,F
Aurora,Yang Lan,1/14/1997,NATURE,China,0,0,,F
Lu,Im Hayoung,12/3/1997,NATURE,South Korea,0,0,,F
Chaebin,Choi Yoobin,7/28/1999,NATURE,South Korea,0,0,,F
Gaga,Li Jia Jia,9/1/1999,,China,0,0,,F
Haru,Abe Haruno,2/21/2000,NATURE,Japan,0,0,,F
Uchae,Yu Hyejun,5/7/2002,NATURE,South Korea,0,0,,F
Sunshine,Kim Minjung,6/20/2002,NATURE,South Korea,0,0,,F
Jisun,Hwang Jisun,10/17/1989,S#aFLA,South Korea,165,46,,F
Suhyeon,Kim Seunghyun,4/19/1988,S#aFLA,South Korea,0,0,,F
Seulgi,Jeong Seulgi,5/12/1990,S#aFLA,South Korea,0,0,,F
Yujin,Jeong Yujin,10/23/1989,S#aFLA,South Korea,0,0,,F
Eunbi,Kwon Eunbi,9/27/1995,IZ*ONE,South Korea,0,0,Seoul,F
Sakura,Miyawaki Sakura,3/19/1998,LE SSERAFIM,Japan,0,0,Kagoshima,F
Hyewon,Kang Hyewon,7/5/1999,IZ*ONE,South Korea,0,0,Yangsan,F
Yena,Choi Yena,9/29/1999,IZ*ONE,South Korea,0,0,Seoul,F
Chaeyeon,Lee Chaeyeon,1/11/2000,IZ*ONE,South Korea,0,0,Yongin,F
Chaewon,Kim Chaewon,8/1/2000,LE SSERAFIM,South Korea,0,0,Seoul,F
Minjoo,Kim Minjoo,2/5/2001,IZ*ONE,South Korea,0,0,Seoul,F
Nako,Yabuki Nako,6/18/2001,IZ*ONE,Japan,0,0,Tokyo,F
Hitomi,Honda Hitomi,10/6/2001,IZ*ONE,Japan,0,0,Toghichi,F
Yuri,Jo Yuri,10/22/2001,IZ*ONE,South Korea,0,0,Busan,F
Yujin,Ahn Yujin,9/1/2003,IVE,South Korea,0,0,Cheongju,F
Wonyoung,Jang Wonyoung,8/31/2004,IVE,South Korea,0,0,Seoul,F
Dongheon,Lee Dongheon,8/4/1995,Verivery,South Korea,0,0,,M
Hoyoung,Bae Hoyoung,8/10/1998,Verivery,South Korea,0,0,,M
Minchan,Hong Minchan,9/16/1998,Verivery,South Korea,0,0,,M
Gyehyeon,Jo Gyehyeon,5/14/1999,Verivery,South Korea,0,0,,M
Yeonho,Ju Yeonho,5/31/2000,Verivery,South Korea,0,0,,M
Yongseung,Kim Yongseung,6/17/2000,Verivery,South Korea,0,0,,M
Kangmin,Yoo Kangmin,1/25/2003,Verivery,South Korea,0,0,,M
Haeyoon,Park Haeyoon,1/10/1996,Cherry Bullet,South Korea,157,43,,F
Yuju,Choi Yuju,3/5/1997,Cherry Bullet,South Korea,0,0,,F
Ella,Kim Kyungjoo,3/26/1998,Pixy,South Korea,0,0,,F
Bora,Kim Bora,3/3/1999,Cherry Bullet,South Korea,0,0,,F
Jiwon,Heo Jiwon,9/4/2000,Cherry Bullet,South Korea,0,0,,F
Kokoro,Kato Kokoro,11/1/2000,,Japan,0,0,,F
Remi,Katsuno Rise,4/26/2001,Cherry Bullet,Japan,0,0,,F
Chaerin,Park Chaerin,3/13/2002,Cherry Bullet,South Korea,0,0,,F
May,Hirokawa Mao,11/16/2004,Cherry Bullet,Japan,0,0,,F
Lin Lin,Huang Ziting,7/5/2003,,Taiwan,0,0,,F
U-Know Yunho,Jung Yunho,2/6/1986,TVXQ,South Korea,0,0,Gwangju,M
Max Changmin,Shim Changmin,2/18/1988,TVXQ,South Korea,0,0,Seoul,M
Jaejoong,Kim Jaejoong,1/26/1986,JYJ,South Korea,0,0,Gongju,M
Yoochun,Park Yoochun,7/4/1986,JYJ,South Korea,0,0,Seoul,M
Xia Junsu,Kim Junsu,12/15/1986,JYJ,South Korea,0,0,,M
Euijin,Lee Euijin,2/15/1990,Bigflo,South Korea,0,0,Seoul,M
Sungmin,Oh Sungmin,12/31/1990,Bigflo,South Korea,0,0,,M
Lex,Jeon Hyungmin,1/12/1993,Bigflo,South Korea,0,0,,M
St. Van,Lee Geumhyuk,12/22/1991,VAV,South Korea,182,70,,M
Baron,Choi Chunghyeop,4/19/1992,VAV,South Korea,180,60,,M
Ace,Jang Wooyoung,8/28/1992,VAV,South Korea,177,63,,M
Ayno,Noh Yoonho,5/1/1996,VAV,South Korea,183,61,,M
Jacob,Zhang Peng,9/7/1996,VAV,China,184,63,,M
Lou,Kim Hosung,12/21/1996,VAV,South Korea,187,69,,M
Ziu,Park Heejun,6/16/1997,VAV,South Korea,185,70,,M
Hongjoong,Kim Hongjoong,11/7/1998,ATEEZ,South Korea,171,0,,M
Seonghwa,Park Seonghwa,4/3/1998,ATEEZ,South Korea,178,0,Jinju,M
Yunho,Jeong Yunho,3/23/1999,ATEEZ,South Korea,184,0,Gwangju,M
Yeosang,Kang Yeosang,6/15/1999,ATEEZ,South Korea,173,0,Incheon,M
San,Choi San,7/10/1999,ATEEZ,South Korea,173,0,,M
Mingi,Son Mingi,8/9/1999,ATEEZ,South Korea,183,0,,M
Wooyoung,Jung Wooyoung,11/26/1999,ATEEZ,South Korea,172,0,,M
Jongho,Choi Jongho,10/12/2000,ATEEZ,South Korea,176,0,,M
Narachan,Jung Hyunwoo,9/23/1996,MONT,South Korea,178,58,,M
Bitsaeon,Kim Sangyeon,6/4/1995,MONT,South Korea,181,60,,M
Roda,Shin Joongmin,9/19/1998,MONT,South Korea,179,60,,M
Yerim,Jeong Yerim,3/10/1997,Purplebeck,South Korea,165,44,,F
Yeowool,Ha Yeowool,4/11/1998,Purplebeck,South Korea,163,46,,F
Layeon,Lee Jimin,8/13/1998,Purplebeck,South Korea,170,51,,F
Mini,,6/12/2000,Purplebeck,South Korea,168,47,,F
Seyeon,Park Seyeon,5/6/2001,Purplebeck,South Korea,167,46,,F
Yeji,Hwang Yeji,5/26/2000,ITZY,South Korea,0,0,Seoul,F
Lia,Choi Jisu,7/21/2000,ITZY,South Korea,0,0,Incheon,F
Ryujin,Shin Ryujin,4/17/2001,ITZY,South Korea,0,0,Seoul,F
Chaeryeong,Lee Chaeryeong,6/5/2001,ITZY,South Korea,0,0,Yongin,F
Yuna,Shin Yuna,12/9/2003,ITZY,South Korea,0,0,Suwon,F
Soobin,Choi Soobin,12/5/2000,TXT,South Korea,184,65,,M
Yeonjun,Choi Yeonjun,9/13/1999,TXT,South Korea,183,63,,M
Beomgyu,Choi Beomgyu,3/13/2001,TXT,South Korea,0,0,,M
Taehyun,Kang Taehyun,2/5/2002,TXT,South Korea,0,0,,M
Hueningkai,Kai Kamal Huening,8/14/2002,TXT,USA,0,0,,M
